ID;Código da Disciplina;Disciplinas;Professor;Turma;Turno;Qtd Alunos;CH Presencial (Hora Aula);CH EaD (Hora Aula);SEG;TER;QUA;QUI;SEX;SAB
99947;RV.TAG521;PROJETOS AGROPECUáRIOS;GILBERTO COLODRO;20181.02AGP11M.4M;Manhã;50;2;0;7-16;7-16;7-16;7-16;7-16;1-16
104708;RV.EXA224;MATEMáTICA APLICADA;CAIKE DA ROCHA DAMKE;20181.02AGP11V.1V;Tarde;55;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104707;RV.TAG003;AGRICULTURA GERAL;ADRIANO PERIN;20181.02AGP11V.1V;Tarde;55;5;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104710;RV.TAG004;ZOOTECNIA GERAL;JéSSIKA MARA MARTINS RIBEIRO;20181.02AGP11V.1V;Tarde;55;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104706;RV.TAG005;ADMINISTRAçãO RURAL;CARLOS ANTONIO CARDOSO SOBRINHO;20181.02AGP11V.1V;Tarde;55;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104709;RV.TAG503;MECANIZAçãO AGRíCOLA;GILBERTO COLODRO;20181.02AGP11V.1V;Tarde;55;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99950;RAGROP-RV.1;IRRIGAçãO E DRENAGEM;LEONARDO NAZARIO SILVA DOS SANTOS;20181.02AGP11V.2V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99949;RAGROP-RV.6;DESENHO TéCNICO CONSTRUçõES E INSTALAçõES RURAIS;BRUNO BOTELHO SALEH;20181.02AGP11V.2V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99948;RV.TAG504;AVICULTURA;FABIANA RAMOS DOS SANTOS;20181.02AGP11V.2V;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99951;RV.TAG505;OLERICULTURA;RENATA PEREIRA MARQUES;20181.02AGP11V.2V;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99952;RV.TAG509;OVINO E CAPRINO;ELIS APARECIDO BENTO;20181.02AGP11V.2V;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99956;RAGROP-RV.3;PROTEÇÃO DE PLANTAS;RAFAEL MARQUES PEREIRA LEAL;20181.02AGP11V.3V;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99953;RV.TAG001;ARMAZENAMENTO DE GRãOS;JACSON ZUCHI;20181.02AGP11V.3V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99954;RV.TAG002;CULTURAS ANUAIS I;ADRIANO PERIN;20181.02AGP11V.3V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99958;RV.TAG506;TOPOGRAFIA;DAVID VIEIRA LIMA;20181.02AGP11V.3V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99957;RV.TAG510;SUINOCULTURA;TIAGO PEREIRA GUIMARãES;20181.02AGP11V.3V;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99955;RV.TAG513;FORRAGICULTURA;TIAGO PEREIRA GUIMARãES;20181.02AGP11V.3V;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99959;RAGROP-RV.4;AGROINDUSTRIA;MARCO ANTôNIO PEREIRA DA SILVA;20181.02AGP11V.4V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99961;RV.TAG517;CULTURAS ANUAIS II;EDNALVA PATRíCIA DE ANDRADE SILVA;20181.02AGP11V.4V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99962;RV.TAG518;FRUTICULTURA;FERNANDO HIGINO DE LIMA E SILVA;20181.02AGP11V.4V;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99960;RV.TAG519;BOVINOCULTURA;KAREN MARTINS LEãO;20181.02AGP11V.4V;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99963;RV.TAG521;PROJETOS AGROPECUáRIOS;GILBERTO COLODRO;20181.02AGP11V.4V;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104847;GRAD.BC.12;BIOLOGIA CELULAR;GUSTAVO ANTôNIO TEIXEIRA CHAVES;20181.02AGR20I.1;Tarde;40;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104848;GRAD.CDI.01;CáLCULO DIFERENCIAL E INTEGRAL I;ALINE GOBBI DUTRA;20181.02AGR20I.1;Tarde;40;5;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104849;GRAD.DT.01;DESENHO TéCNICO;TATIANA DE FREITAS PINAZO;20181.02AGR20I.1;Tarde;40;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104850;GRAD.EG.07;ECOLOGIA GERAL;HIPóLITO TADEU FERREIRA DA SILVA;20181.02AGR20I.1;Tarde;40;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104851;GRAD.IA.07;INTRODUçãO à AGRONOMIA;EDSON LUIZ SOUCHIE;20181.02AGR20I.1;Tarde;40;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104852;GRAD.MC.01;METODOLOGIA CIENTíFICA;RENATA PEREIRA MARQUES;20181.02AGR20I.1;Tarde;40;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104853;GRAD.QG.01;QUíMICA GERAL;CASSIA CRISTINA FERNANDES ALVES;20181.02AGR20I.1;Tarde;40;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99115;RV.AGR202;FíSICA E CLASSIFICAçãO DO SOLO;EDUARDO DA COSTA SEVERIANO;20181.02AGR20I.3M;Manhã;42;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99118;RV.BIO211;ORGANOGRAFIA E SISTEMáTICA VEGETAL;GISELE CRISTINA DE OLIVEIRA MENINO;20181.02AGR20I.3M;Manhã;51;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99117;RV.BIO337;MICROBIOLOGIA AGRíCOLA;EDSON LUIZ SOUCHIE;20181.02AGR20I.3M;Manhã;59;5;0;7-16;7-16;7-16;7-16;7-16;1-16
99116;RV.ENG213;MECâNICA AGRíCOLA;JOãO CLEBER MODERNEL DA SILVEIRA;20181.02AGR20I.3M;Manhã;53;2;0;7-16;7-16;7-16;7-16;7-16;1-16
99120;RV.ENG227;TOPOGRAFIA - PLANIMETRIA;DAVID VIEIRA LIMA;20181.02AGR20I.3M;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99114;RV.EXA215;ESTATíSTICA EXPERIMENTAL;ADRIANO JAKELAITIS;20181.02AGR20I.3M;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99113;RV.QUI214;BIOQUíMICA;GUSTAVO ANTôNIO TEIXEIRA CHAVES;20181.02AGR20I.3M;Manhã;50;3;0;7-16;7-16;7-16;7-16;7-16;1-16
99119;RV.QUI258;QUíMICA ANALíTICA;ANA CAROLINA RIBEIRO AGUIAR;20181.02AGR20I.3M;Manhã;28;4;0;7-16;7-16;7-16;7-16;7-16;1-16
106268;RV.QUI258;QUíMICA ANALíTICA;ANA CAROLINA RIBEIRO AGUIAR;20181.02AGR20I.3M;Manhã;28;3;0;7-16;7-16;7-16;7-16;7-16;1-16
99383;RV.AGR203;FERTILIDADE DO SOLO;JOSé MILTON ALVES;20181.02AGR20I.5;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99385;RV.AGR215;FRUTICULTURA;FERNANDO HIGINO DE LIMA E SILVA;20181.02AGR20I.5;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
101736;RV.AGR227;MELHORAMENTO DE PLANTAS;PABLO DIEGO SILVA CABRAL;20181.02AGR20I.5;Tarde;53;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
102789;RV.AGR244;ADUBOS E ADUBAçãO;CARLOS RIBEIRO RODRIGUES;20181.02AGR20I.5;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99387;RV.BIO213;FISIOLOGIA VEGETAL;PRISCILA FERREIRA BATISTA;20181.02AGR20I.5;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99388;RV.ENG214;MáQUINAS E IMPLEMENTOS AGRíCOLAS;JOãO CLEBER MODERNEL DA SILVEIRA;20181.02AGR20I.5;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99382;RV.ENG219;AGRICULTURA DE PRECISãO;JOSé MILTON ALVES;20181.02AGR20I.5;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99128;RV.AGR204;NUTRIçãO MINERAL DE PLANTAS;CARLOS RIBEIRO RODRIGUES;20181.02AGR20I.5V;Manhã;50;2;0;7-16;7-16;7-16;7-16;7-16;1-16
99126;RV.AGR205;MANEJO E CONSERVAçãO DO SOLO E ÁGUA;EDUARDO DA COSTA SEVERIANO;20181.02AGR20I.5V;Manhã;50;3;0;7-16;7-16;7-16;7-16;7-16;1-16
99123;RV.AGR224;FITOPATOLOGIA I;EDNALVA PATRíCIA DE ANDRADE SILVA;20181.02AGR20I.5V;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99127;RV.AGR227;MELHORAMENTO DE PLANTAS;PABLO DIEGO SILVA CABRAL;20181.02AGR20I.5V;Manhã;50;3;0;7-16;7-16;7-16;7-16;7-16;1-16
99122;RV.AGR229;ENTOMOLOGIA AGRíCOLA;MáRCIO FERNANDES PEIXOTO,AGNA RITA DOS SANTOS RODRIGUES;20181.02AGR20I.5V;Manhã;50;3;0;7-16;7-16;7-16;7-16;7-16;1-16
99125;RV.ENG206;HIDRáULICA;MARCONI BATISTA TEIXEIRA;20181.02AGR20I.5V;Manhã;50;3;0;7-16;7-16;7-16;7-16;7-16;1-16
99124;RV.GAM203;GEOPROCESSAMENTO;WELLINGTON DONIZETE GUIMARãES;20181.02AGR20I.5V;Manhã;52;3;0;7-16;7-16;7-16;7-16;7-16;1-16
99121;RV.ZOO230;ANATOMIA E FISIOLOGIA ANIMAL;KAREN MARTINS LEãO,KáTIA CYLENE GUIMARãES;20181.02AGR20I.5V;Manhã;50;2;0;7-16;7-16;7-16;7-16;7-16;1-16
99135;RV.AGR216;OLERICULTURA;MáRCIO FERNANDES PEIXOTO,CARLOS RIBEIRO RODRIGUES;20181.02AGR20I.7M;Tarde;50;5;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99136;RV.AGR217;SILVICULTURA;LEANDRO CARLOS;20181.02AGR20I.7M;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99134;RV.AGR219;FORRAGICULTURA E PASTAGENS;KáTIA APARECIDA DE PINHO COSTA;20181.02AGR20I.7M;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99132;RV.AGR237;CULTURAS II (SOJA,FEIJãO,GIRASSOL,ALGODãO);EDNALVA PATRíCIA DE ANDRADE SILVA,MáRCIO FERNANDES PEIXOTO,JOSé MILTON ALVES;20181.02AGR20I.7M;Tarde;50;5;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99129;RV.AGR243;AGROECOLOGIA;JUAREZ MARTINS RODRIGUES;20181.02AGR20I.7M;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99131;RV.BIO258;BIOTECNOLOGIA;LUCIANA CRISTINA VITORINO;20181.02AGR20I.7M;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99133;RV.HUM206;ECONOMIA AGRíCOLA;SILVIA FERREIRA MARQUES SALUSTIANO;20181.02AGR20I.7M;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99130;RV.ZOO234;AVES E SUíNOS;ANA PAULA CARDOSO GOMIDE;20181.02AGR20I.7M;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99142;RV.AGR209;PROTEçãO DE PLANTAS E RECEITUáRIO AGRONôMICO;RAFAEL MARQUES PEREIRA LEAL;20181.02AGR20I.9V;Manhã;50;2;0;7-16;7-16;7-16;7-16;7-16;1-16
99137;RV.AGR222;AVALIAçãO E PERíCIAS;CARLOS RIBEIRO RODRIGUES;20181.02AGR20I.9V;Manhã;50;2;0;7-16;7-16;7-16;7-16;7-16;1-16
99140;RV.AGR230;FISIOLOGIA E MANEJO DE PóS-COLHEITA;PRISCILA FERREIRA BATISTA;20181.02AGR20I.9V;Manhã;50;3;0;7-16;7-16;7-16;7-16;7-16;1-16
99141;RV.AGR239;PARQUES E JARDINS;LEANDRO CARLOS;20181.02AGR20I.9V;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99139;RV.HUM203;ÉTICA PROFISSIONAL;CARLOS RIBEIRO RODRIGUES;20181.02AGR20I.9V;Manhã;50;2;0;7-16;7-16;7-16;7-16;7-16;1-16
99143;RV.HUM205;SOCIOLOGIA E EXTENSãO RURAL;JESIEL SOUZA SILVA;20181.02AGR20I.9V;Manhã;50;3;0;7-16;7-16;7-16;7-16;7-16;1-16
99138;RV.HUM215;ELABORAçãO E GESTãO DE PROJETOS;JOSé MILTON ALVES;20181.02AGR20I.9V;Manhã;50;3;0;7-16;7-16;7-16;7-16;7-16;1-16
104712;RV.EXA722;MATEMáTICA APLICADA;IDALCI CRUVINEL DOS REIS;20181.02ALI11N.1N;Noite;55;4;0;1-12;1-12;1-12;1-12;1-12;0
104715;RV.QAP428;QUíMICA APLICADA;PAULO SéRGIO PEREIRA;20181.02ALI11N.1N;Noite;55;4;0;1-12;1-12;1-12;1-12;1-12;0
104716;RV.TAL06;SEGURANçA E BIOSSEGURANçA;KAREN CARVALHO FERREIRA;20181.02ALI11N.1N;Noite;55;2;0;1-12;1-12;1-12;1-12;1-12;0
104717;RV.TAL07;TECNOLOGIA DE OVOS E MEL;PRISCILA ALONSO DOS SANTOS;20181.02ALI11N.1N;Noite;55;2;0;1-12;1-12;1-12;1-12;1-12;0
104711;RV.TAL08;ÉTICA E RELAçõES NO TRABALHO;LISMAíRA GONçALVES CAIXETA GARCIA;20181.02ALI11N.1N;Noite;55;2;0;1-12;1-12;1-12;1-12;1-12;0
104713;RV.TAL09;PORTUGUêS TéCNICO;SANDRA MARA SANTOS LEMOS;20181.02ALI11N.1N;Noite;55;2;0;1-12;1-12;1-12;1-12;1-12;0
104714;RV.TAL81;PRINCíPIOS DE QUíMICA E BIOQUíMICA DOS ALIMENTOS;LISMAíRA GONçALVES CAIXETA GARCIA;20181.02ALI11N.1N;Noite;55;4;0;1-12;1-12;1-12;1-12;1-12;0
99965;RV.ADM824;EMPREENDEDORISMO;LUCIENE DE OLIVEIRA GUERRA;20181.02ALI11N.2N;Noite;50;2;0;1-12;1-12;1-12;1-12;1-12;0
99966;RV.EXA809;ESTATíSTICA BáSICA;DANILO PEREIRA BARBOSA;20181.02ALI11N.2N;Noite;50;3;0;1-12;1-12;1-12;1-12;1-12;0
99969;RV.TAL01;TECNOLOGIA DE ÓLEOS E GORDURAS;GEOVANA ROCHA PLáCIDO;20181.02ALI11N.2N;Noite;50;3;0;1-12;1-12;1-12;1-12;1-12;0
99967;RV.TAL712;MICROBIOLOGIA DE ALIMENTOS;KAREN CARVALHO FERREIRA;20181.02ALI11N.2N;Noite;50;4;0;1-12;1-12;1-12;1-12;1-12;0
99968;RV.TAL716;TECNOLOGIA DE BEBIDAS;LISMAíRA GONçALVES CAIXETA GARCIA;20181.02ALI11N.2N;Noite;50;2;0;1-12;1-12;1-12;1-12;1-12;0
99964;RVTAL.82;ANáLISE DE ALIMENTOS;ANDRé LUIZ BORGES MACHADO;20181.02ALI11N.2N;Noite;50;3;0;1-12;1-12;1-12;1-12;1-12;0
99970;RV.TAL87;ANáLISE SENSORIAL;MARIANA BURANELO EGEA;20181.02ALI11N.3N;Noite;50;3;0;1-12;1-12;1-12;1-12;1-12;0
99973;TALIM-RV.16;TECNOLOGIA DE LEITE E DERIVADOS;LISMAíRA GONçALVES CAIXETA GARCIA;20181.02ALI11N.3N;Noite;50;4;0;1-12;1-12;1-12;1-12;1-12;0
99972;TALIM-RV.17;TECNOLOGIA DE FRUTAS E HORTALIçAS;LISMAíRA GONçALVES CAIXETA GARCIA;20181.02ALI11N.3N;Noite;50;4;0;1-12;1-12;1-12;1-12;1-12;0
99971;TALIM-RV.18;TECNOLOGIA DE CARNES E PESCADO;MELISSA CáSSIA FAVARO BOLDRIN FREIRE;20181.02ALI11N.3N;Noite;50;4;0;1-12;1-12;1-12;1-12;1-12;0
99976;RV.HUM818;ÉTICA E RELAçõES NO TRABALHO;LISMAíRA GONçALVES CAIXETA GARCIA;20181.02ALI11N.4N;Noite;50;2;0;1-12;1-12;1-12;1-12;1-12;0
99978;RV.TAL713;TECNOLOGIA DE OVOS E MEL;PRISCILA ALONSO DOS SANTOS;20181.02ALI11N.4N;Noite;50;2;0;1-12;1-12;1-12;1-12;1-12;0
99975;RV.TAL715;EMBALAGENS E ADITIVOS;MAYRA CONCEIçãO PEIXOTO MARTINS LIMA;20181.02ALI11N.4N;Noite;50;2;0;1-12;1-12;1-12;1-12;1-12;0
99974;RV.TAL717;CONTROLE DE QUALIDADE;LETíCIA FLEURY VIANA;20181.02ALI11N.4N;Noite;50;3;0;1-12;1-12;1-12;1-12;1-12;0
99977;RV.TAL89;TECNOLOGIA DE CEREAIS E PANIFICAçãO;MAYRA CONCEIçãO PEIXOTO MARTINS LIMA;20181.02ALI11N.4N;Noite;50;4;0;1-12;1-12;1-12;1-12;1-12;0
99979;RV.TAL90;TRATAMENTO DE RESíDUOS E EFLUENTES DA INDúSTRIA DE ALIMENTOS;KAREN CARVALHO FERREIRA;20181.02ALI11N.4N;Noite;50;2;0;1-12;1-12;1-12;1-12;1-12;0
104612;GRAD.BC.02;BIOLOGIA CELULAR;FRANCISCO JOSE RIVERA PINEDO;20181.02ALI20I.1V;Tarde;52;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104613;GRAD.CDI.03;CáLCULO DIFERENCIAL E INTEGRAL I;CRISTIANE ALVARENGA GAJO;20181.02ALI20I.1V;Tarde;71;5;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104614;GRAD.FMB.01;FíSICA - MECâNICA BáSICA;TIAGO CLARIMUNDO RAMOS;20181.02ALI20I.1V;Tarde;60;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104615;GRAD.GAAL.01;GEOMETRIA ANALíTICA E ÁLGEBRA LINEAR;DANILO PEREIRA BARBOSA;20181.02ALI20I.1V;Tarde;51;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104616;GRAD.IEA.01;INTRODUçãO à ENGENHARIA DE ALIMENTOS;MELISSA CáSSIA FAVARO BOLDRIN FREIRE;20181.02ALI20I.1V;Tarde;52;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104617;GRAD.MC.02;METODOLOGIA CIENTíFICA;ALINE DITOMASO;20181.02ALI20I.1V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
104618;GRAD.QGA.01;QUíMICA GERAL E ANALíTICA;CASSIA CRISTINA FERNANDES ALVES;20181.02ALI20I.1V;Tarde;58;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99242;RV.EAL207;INTRODUçãO àS OPERAçõES PARA ENGENHARIA;ROGéRIO FAVARETO;20181.02ALI20I.3M;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99243;RV.EXA204;SéRIES E EQUAçõES DIFERENCIAIS E ORDINáRIAS;CAIKE DA ROCHA DAMKE;20181.02ALI20I.3M;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99240;RV.EXA212;FíSICA - ELETRICIDADE E ELETROMAGNETISMO;TIAGO CLARIMUNDO RAMOS;20181.02ALI20I.3M;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99239;RV.EXA215;ESTATíSTICA EXPERIMENTAL;ADRIANO JAKELAITIS;20181.02ALI20I.3M;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99237;RV.HUM210;ADMINISTRAçãO INDUSTRIAL;RAFAEL PAZETO ALVARENGA;20181.02ALI20I.3M;Manhã;50;2;0;7-16;7-16;7-16;7-16;7-16;1-16
99238;RV.QUI215;BIOQUíMICA BáSICA;PRISCILA FERREIRA BATISTA;20181.02ALI20I.3M;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99241;RV.QUI216;FíSICO-QUíMICA I;JOAO CARLOS PERBONE DE SOUZA;20181.02ALI20I.3M;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99249;RV.BIO209;MICROBIOLOGIA DE ALIMENTOS;LISMAíRA GONçALVES CAIXETA GARCIA;20181.02ALI20I.5V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99246;RV.EAL204;FENôMENOS DE TRANSPORTE II;ROGéRIO FAVARETO;20181.02ALI20I.5V;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99251;RV.EAL206;TERMODINâMICA;GIACOMO BIZINOTO FERREIRA BOSCO;20181.02ALI20I.5V;Tarde;50;4;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99244;RV.EAL211;ANáLISE DE ALIMENTOS;PRISCILA ALONSO DOS SANTOS;20181.02ALI20I.5V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99250;RV.EAL212;NUTRIçãO BáSICA;MELISSA CáSSIA FAVARO BOLDRIN FREIRE;20181.02ALI20I.5V;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99248;RV.ENG210;MECâNICA DOS SóLIDOS;MáRCIO DA SILVA VILELA;20181.02ALI20I.5V;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99245;RV.ENG212;ELETRICIDADE E ELETROTéCNICA;MáRCIO DA SILVA VILELA;20181.02ALI20I.5V;Tarde;50;3;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99247;RV.HUM208;INTRODUçãO à ECONOMIA;SILVIA FERREIRA MARQUES SALUSTIANO;20181.02ALI20I.5V;Tarde;50;2;0;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-6,13-16;1-16
99254;RV.EAL215;REFRIGERAçãO NA INDúSTRIA DE ALIMENTOS;ROGéRIO FAVARETO;20181.02ALI20I.7M;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
99255;RV.EAL216;TECNOLOGIA DE CARNES,PESCADOS E DERIVADOS;MELISSA CáSSIA FAVARO BOLDRIN FREIRE;20181.02ALI20I.7M;Manhã;50;4;0;7-16;7-16;7-16;7-16;7-16;1-16
